Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2014-02-20 00:00:00+05:30,380.0,380.0,380.0,380.0,18,0.0,0.0,0.0
2014-02-21 00:00:00+05:30,370.0,370.0,365.0,365.0,27,0.0,0.0,0.0
2014-02-24 00:00:00+05:30,350.0,350.0,350.0,350.0,1,0.0,0.0,0.0
2014-02-25 00:00:00+05:30,360.0,360.0,335.0,350.0,44,0.0,0.0,0.0
2014-02-26 00:00:00+05:30,350.0,350.0,335.0,335.0,51,0.0,0.0,0.0
2014-02-28 00:00:00+05:30,350.0,350.0,340.0,340.0,92,0.0,0.0,0.0
2014-03-03 00:00:00+05:30,345.0,350.0,325.0,325.0,76,0.0,0.0,0.0
2014-03-04 00:00:00+05:30,320.0,340.0,320.0,330.0,205,0.0,0.0,0.0
2014-03-05 00:00:00+05:30,330.0,330.0,330.0,330.0,34,0.0,0.0,0.0
2014-03-06 00:00:00+05:30,345.0,345.0,330.0,335.0,10,0.0,0.0,0.0
2014-03-07 00:00:00+05:30,340.0,345.0,335.0,335.0,53,0.0,0.0,0.0
2014-03-10 00:00:00+05:30,330.0,345.0,330.0,335.0,43,0.0,0.0,0.0
2014-03-11 00:00:00+05:30,325.0,340.0,325.0,340.0,56,0.0,0.0,0.0
2014-03-12 00:00:00+05:30,325.0,340.0,325.0,340.0,59,0.0,0.0,0.0
2014-03-13 00:00:00+05:30,335.0,340.0,335.0,335.0,7,0.0,0.0,0.0
2014-03-14 00:00:00+05:30,330.0,340.0,330.0,340.0,122,0.0,0.0,0.0
2014-03-18 00:00:00+05:30,325.0,345.0,325.0,340.0,14,0.0,0.0,0.0
2014-03-19 00:00:00+05:30,325.0,350.0,325.0,340.0,13,0.0,0.0,0.0
2014-03-20 00:00:00+05:30,340.0,355.0,340.0,340.0,50,0.0,0.0,0.0
2014-03-21 00:00:00+05:30,340.0,355.0,325.0,355.0,109,0.0,0.0,0.0
2014-03-24 00:00:00+05:30,375.0,375.0,345.0,355.0,86,0.0,0.0,0.0
2014-03-25 00:00:00+05:30,345.0,345.0,340.0,345.0,30,0.0,0.0,0.0
2014-03-26 00:00:00+05:30,340.0,345.0,340.0,345.0,19,0.0,0.0,0.0
2014-03-27 00:00:00+05:30,360.0,360.0,345.0,350.0,91,0.0,0.0,0.0
2014-03-28 00:00:00+05:30,355.0,360.0,340.0,350.0,43,0.0,0.0,0.0
2014-03-31 00:00:00+05:30,365.0,365.0,335.0,340.0,68,0.0,0.0,0.0
2014-04-01 00:00:00+05:30,355.0,355.0,330.0,335.0,45,0.0,0.0,0.0
2014-04-02 00:00:00+05:30,340.0,350.0,335.0,350.0,43,0.0,0.0,0.0
2014-04-03 00:00:00+05:30,350.0,365.0,350.0,365.0,17,0.0,0.0,0.0
2014-04-04 00:00:00+05:30,365.0,380.0,365.0,380.0,56,0.0,0.0,0.0
2014-04-07 00:00:00+05:30,370.0,390.0,365.0,390.0,73,0.0,0.0,0.0
2014-04-09 00:00:00+05:30,380.0,395.0,375.0,395.0,31,0.0,0.0,0.0
2014-04-10 00:00:00+05:30,390.0,405.0,390.0,405.0,59,0.0,0.0,0.0
2014-04-11 00:00:00+05:30,385.0,415.0,385.0,395.0,20,0.0,0.0,0.0
2014-04-15 00:00:00+05:30,385.0,410.0,385.0,405.0,17,0.0,0.0,0.0
2014-04-16 00:00:00+05:30,420.0,420.0,400.0,400.0,33,0.0,0.0,0.0
2014-04-17 00:00:00+05:30,410.0,410.0,390.0,400.0,31,0.0,0.0,0.0
2014-04-21 00:00:00+05:30,385.0,405.0,385.0,405.0,10,0.0,0.0,0.0
2014-04-22 00:00:00+05:30,400.0,400.0,385.0,400.0,3,0.0,0.0,0.0
2014-04-23 00:00:00+05:30,405.0,405.0,390.0,400.0,19,0.0,0.0,0.0
2014-04-24 00:00:00+05:30,400.0,400.0,400.0,400.0,0,0.0,0.0,0.0
2014-04-25 00:00:00+05:30,385.0,410.0,380.0,390.0,67,0.0,0.0,0.0
2014-04-28 00:00:00+05:30,375.0,405.0,375.0,400.0,15,0.0,0.0,0.0
2014-04-29 00:00:00+05:30,380.0,390.0,380.0,390.0,4,0.0,0.0,0.0
2014-04-30 00:00:00+05:30,390.0,390.0,390.0,390.0,0,0.0,0.0,0.0
2014-05-02 00:00:00+05:30,375.0,405.0,375.0,400.0,21,0.0,0.0,0.0
2014-05-05 00:00:00+05:30,385.0,390.0,380.0,385.0,40,0.0,0.0,0.0
2014-05-06 00:00:00+05:30,375.0,385.0,370.0,380.0,75,0.0,0.0,0.0
2014-05-07 00:00:00+05:30,365.0,375.0,365.0,375.0,20,0.0,0.0,0.0
2014-05-08 00:00:00+05:30,365.0,400.0,365.0,375.0,3,0.0,0.0,0.0
2014-05-09 00:00:00+05:30,375.0,390.0,370.0,385.0,28,0.0,0.0,0.0
2014-05-12 00:00:00+05:30,390.0,415.0,390.0,400.0,129,0.0,0.0,0.0
2014-05-13 00:00:00+05:30,420.0,425.0,400.0,400.0,80,0.0,0.0,0.0
2014-05-14 00:00:00+05:30,420.0,420.0,395.0,409.9989929199219,127,0.0,0.0,0.0
2014-05-15 00:00:00+05:30,385.0,420.0,385.0,390.0,115,0.0,0.0,0.0
2014-05-16 00:00:00+05:30,370.0,420.0,370.0,395.0,50,0.0,0.0,0.0
2014-05-19 00:00:00+05:30,365.0,420.0,365.0,420.0,267,0.0,0.0,0.0
2014-05-20 00:00:00+05:30,430.0,460.0,430.0,455.0,146,0.0,0.0,0.0
2014-05-21 00:00:00+05:30,455.0,500.0,455.0,500.0,176,0.0,0.0,0.0
2014-05-22 00:00:00+05:30,545.0,550.0,545.0,550.0,137,0.0,0.0,0.0
2014-05-23 00:00:00+05:30,575.0,575.0,575.0,575.0,218,0.0,0.0,0.0
2014-05-26 00:00:00+05:30,580.0,600.0,580.0,600.0,735,0.0,0.0,0.0
2014-05-27 00:00:00+05:30,600.0,600.0,570.0,600.0,371,0.0,0.0,0.0
2014-05-28 00:00:00+05:30,570.0,580.0,570.0,570.0,66,0.0,0.0,0.0
2014-05-29 00:00:00+05:30,550.0,575.0,545.0,545.0,155,0.0,0.0,0.0
2014-05-30 00:00:00+05:30,525.0,570.0,525.0,545.0,108,0.0,0.0,0.0
2014-06-02 00:00:00+05:30,545.0,550.0,520.0,540.0,75,0.0,0.0,0.0
2014-06-03 00:00:00+05:30,520.0,565.0,520.0,565.0,19,0.0,0.0,0.0
2014-06-04 00:00:00+05:30,550.0,590.0,550.0,590.0,72,0.0,0.0,0.0
2014-06-05 00:00:00+05:30,580.0,615.0,580.0,605.0,222,0.0,0.0,0.0
2014-06-06 00:00:00+05:30,585.0,635.0,575.0,635.0,176,0.0,0.0,0.0
2014-06-09 00:00:00+05:30,610.0,665.0,610.0,665.0,71,0.0,0.0,0.0
2014-06-10 00:00:00+05:30,660.0,695.0,660.0,695.0,160,0.0,0.0,0.0
2014-06-11 00:00:00+05:30,700.0,725.0,680.0,680.0,219,0.0,0.0,0.0
2014-06-12 00:00:00+05:30,700.0,710.0,685.0,690.0,134,0.0,0.0,0.0
2014-06-13 00:00:00+05:30,665.0,680.0,660.0,660.0,89,0.0,0.0,0.0
2014-06-16 00:00:00+05:30,630.0,660.0,630.0,660.0,16,0.0,0.0,0.0
2014-06-17 00:00:00+05:30,675.0,675.0,640.0,670.0,41,0.0,0.0,0.0
2014-06-18 00:00:00+05:30,670.0,670.0,640.0,645.0,18,0.0,0.0,0.0
2014-06-19 00:00:00+05:30,620.0,670.0,615.0,640.0,39,0.0,0.0,0.0
2014-06-20 00:00:00+05:30,640.0,640.0,610.0,615.0,30,0.0,0.0,0.0
2014-06-23 00:00:00+05:30,590.0,640.0,590.0,590.0,42,0.0,0.0,0.0
2014-06-24 00:00:00+05:30,600.0,615.0,600.0,615.0,88,0.0,0.0,0.0
2014-06-25 00:00:00+05:30,590.0,640.0,590.0,620.0,58,0.0,0.0,0.0
2014-06-26 00:00:00+05:30,615.0,640.0,615.0,640.0,17,0.0,0.0,0.0
2014-06-27 00:00:00+05:30,615.0,650.0,615.0,625.0,12,0.0,0.0,0.0
2014-06-30 00:00:00+05:30,655.0,655.0,630.0,650.0,150,0.0,0.0,0.0
2014-07-01 00:00:00+05:30,675.0,680.0,645.0,660.0,120,0.0,0.0,0.0
2014-07-02 00:00:00+05:30,685.0,690.0,635.0,645.0,137,0.0,0.0,0.0
2014-07-03 00:00:00+05:30,620.0,655.0,615.0,645.0,127,0.0,0.0,0.0
2014-07-04 00:00:00+05:30,615.0,645.0,615.0,625.0,38,0.0,0.0,0.0
2014-07-07 00:00:00+05:30,655.0,655.0,600.0,605.0,133,0.0,0.0,0.0
2014-07-08 00:00:00+05:30,590.0,635.0,590.0,600.0,24,0.0,0.0,0.0
2014-07-09 00:00:00+05:30,590.0,600.0,590.0,595.0,12,0.0,0.0,0.0
2014-07-10 00:00:00+05:30,600.0,620.0,570.0,620.0,7,0.0,0.0,0.0
2014-07-11 00:00:00+05:30,620.0,620.0,620.0,620.0,29,0.0,0.0,0.0
2014-07-14 00:00:00+05:30,600.0,600.0,600.0,600.0,5,0.0,0.0,0.0
2014-07-15 00:00:00+05:30,625.0,625.0,570.0,570.0,2,0.0,0.0,0.0
2014-07-16 00:00:00+05:30,580.0,580.0,580.0,580.0,5,0.0,0.0,0.0
2014-07-17 00:00:00+05:30,605.0,605.0,555.0,600.0,95,0.0,0.0,0.0
2014-07-18 00:00:00+05:30,595.0,600.0,570.0,600.0,30,0.0,0.0,0.0
2014-07-21 00:00:00+05:30,575.0,615.0,575.0,595.0,69,0.0,0.0,0.0
2014-07-22 00:00:00+05:30,600.0,610.0,570.0,570.0,42,0.0,0.0,0.0
2014-07-23 00:00:00+05:30,550.0,570.0,545.0,550.0,54,0.0,0.0,0.0
2014-07-24 00:00:00+05:30,570.0,570.0,525.0,540.0,16,0.0,0.0,0.0
2014-07-25 00:00:00+05:30,515.0,530.0,515.0,515.0,36,0.0,0.0,0.0
2014-07-28 00:00:00+05:30,500.0,530.0,500.0,500.0,24,0.0,0.0,0.0
2014-07-30 00:00:00+05:30,500.0,525.0,500.0,505.0,45,0.0,0.0,0.0
2014-07-31 00:00:00+05:30,500.0,500.0,495.0,495.0,16,0.0,0.0,0.0
2014-08-01 00:00:00+05:30,500.0,515.0,500.0,500.0,14,0.0,0.0,0.0
2014-08-04 00:00:00+05:30,500.0,525.0,500.0,510.0,23,0.0,0.0,0.0
2014-08-05 00:00:00+05:30,535.0,535.0,500.0,510.0,18,0.0,0.0,0.0
2014-08-06 00:00:00+05:30,495.0,510.0,495.0,510.0,0,0.0,0.0,0.0
2014-08-07 00:00:00+05:30,505.0,505.0,485.0,500.0,57,0.0,0.0,0.0
2014-08-08 00:00:00+05:30,490.0,520.0,490.0,500.0,17,0.0,0.0,0.0
2014-08-11 00:00:00+05:30,480.0,525.0,480.0,490.0,104,0.0,0.0,0.0
2014-08-12 00:00:00+05:30,495.0,495.0,480.0,480.0,4,0.0,0.0,0.0
2014-08-13 00:00:00+05:30,480.0,500.0,465.0,470.0,213,0.0,0.0,0.0
2014-08-14 00:00:00+05:30,480.0,480.0,450.0,450.0,166,0.0,0.0,0.0
2014-08-18 00:00:00+05:30,470.0,470.0,430.0,445.0,176,0.0,0.0,0.0
2014-08-19 00:00:00+05:30,425.0,465.0,425.0,445.0,89,0.0,0.0,0.0
2014-08-20 00:00:00+05:30,440.0,460.0,425.0,445.0,11,0.0,0.0,0.0
2014-08-21 00:00:00+05:30,455.0,455.0,425.0,430.0,34,0.0,0.0,0.0
2014-08-22 00:00:00+05:30,430.0,450.0,410.0,450.0,41,0.0,0.0,0.0
2014-08-25 00:00:00+05:30,445.0,450.0,430.0,450.0,41,0.0,0.0,0.0
2014-08-26 00:00:00+05:30,430.0,470.0,430.0,430.0,23,0.0,0.0,0.0
2014-08-27 00:00:00+05:30,420.0,450.0,420.0,430.0,21,0.0,0.0,0.0
2014-08-28 00:00:00+05:30,430.0,440.0,415.0,440.0,36,0.0,0.0,0.0
2014-09-01 00:00:00+05:30,435.0,455.0,435.0,455.0,6,0.0,0.0,0.0
2014-09-02 00:00:00+05:30,455.0,475.0,450.0,475.0,37,0.0,0.0,0.0
2014-09-03 00:00:00+05:30,475.0,495.0,475.0,485.0,40,0.0,0.0,0.0
2014-09-04 00:00:00+05:30,485.0,505.0,485.0,505.0,26,0.0,0.0,0.0
2014-09-05 00:00:00+05:30,505.0,555.0,455.0,555.0,108,0.0,0.0,0.0
2014-09-08 00:00:00+05:30,510.0,610.0,510.0,610.0,280,0.0,0.0,0.0
2014-09-09 00:00:00+05:30,600.0,655.0,600.0,615.0,190,0.0,0.0,0.0
2014-09-10 00:00:00+05:30,570.0,650.0,560.0,615.0,75,0.0,0.0,0.0
2014-09-11 00:00:00+05:30,600.0,645.0,595.0,625.0,75,0.0,0.0,0.0
2014-09-12 00:00:00+05:30,655.0,685.0,655.0,685.0,866,0.0,0.0,0.0
2014-09-15 00:00:00+05:30,715.0,740.0,630.0,720.0,483,0.0,0.0,0.0
2014-09-16 00:00:00+05:30,750.0,755.0,685.0,685.0,224,0.0,0.0,0.0
2014-09-17 00:00:00+05:30,660.0,685.0,655.0,655.0,10,0.0,0.0,0.0
2014-09-18 00:00:00+05:30,625.0,635.0,625.0,625.0,189,0.0,0.0,0.0
2014-09-19 00:00:00+05:30,600.0,610.0,600.0,605.0,27,0.0,0.0,0.0
2014-09-22 00:00:00+05:30,630.0,630.0,595.0,595.0,114,0.0,0.0,0.0
2014-09-23 00:00:00+05:30,620.0,620.0,585.0,595.0,13,0.0,0.0,0.0
2014-09-24 00:00:00+05:30,620.0,620.0,580.0,580.0,25,0.0,0.0,0.0
2014-09-25 00:00:00+05:30,580.0,580.0,580.0,580.0,9,0.0,0.0,0.0
2014-09-26 00:00:00+05:30,555.0,600.0,555.0,575.0,26,0.0,0.0,0.0
2014-09-29 00:00:00+05:30,555.0,565.0,550.0,550.0,27,0.0,0.0,0.0
2014-09-30 00:00:00+05:30,550.0,575.0,525.0,540.0,94,0.0,0.0,0.0
2014-10-01 00:00:00+05:30,565.0,565.0,515.0,530.0,15,0.0,0.0,0.0
2014-10-07 00:00:00+05:30,520.0,555.0,520.0,555.0,27,0.0,0.0,0.0
2014-10-08 00:00:00+05:30,575.0,580.0,555.0,570.0,75,0.0,0.0,0.0
2014-10-09 00:00:00+05:30,545.0,575.0,545.0,560.0,21,0.0,0.0,0.0
2014-10-10 00:00:00+05:30,570.0,575.0,545.0,555.0,117,0.0,0.0,0.0
2014-10-13 00:00:00+05:30,570.0,570.0,540.0,565.0,31,0.0,0.0,0.0
2014-10-14 00:00:00+05:30,580.0,580.0,540.0,540.0,74,0.0,0.0,0.0
2014-10-15 00:00:00+05:30,540.0,540.0,540.0,540.0,0,0.0,0.0,0.0
2014-10-16 00:00:00+05:30,540.0,540.0,520.0,520.0,10,0.0,0.0,0.0
2014-10-17 00:00:00+05:30,500.0,535.0,500.0,505.0,31,0.0,0.0,0.0
2014-10-20 00:00:00+05:30,530.0,530.0,505.0,530.0,7,0.0,0.0,0.0
2014-10-21 00:00:00+05:30,555.0,555.0,555.0,555.0,0,0.0,0.0,0.0
2014-10-22 00:00:00+05:30,580.0,580.0,555.0,575.0,0,0.0,0.0,0.0
2014-10-27 00:00:00+05:30,545.0,545.0,545.0,545.0,12,0.0,0.0,0.0
2014-10-28 00:00:00+05:30,560.0,560.0,520.0,525.0,26,0.0,0.0,0.0
2014-10-29 00:00:00+05:30,510.0,550.0,510.0,550.0,3,0.0,0.0,0.0
2014-10-30 00:00:00+05:30,550.0,565.0,525.0,530.0,74,0.0,0.0,0.0
2014-10-31 00:00:00+05:30,540.0,555.0,525.0,545.0,39,0.0,0.0,0.0
2014-11-03 00:00:00+05:30,565.0,570.0,530.0,570.0,133,0.0,0.0,0.0
2014-11-05 00:00:00+05:30,545.0,585.0,545.0,580.0,28,0.0,0.0,0.0
2014-11-07 00:00:00+05:30,555.0,600.0,555.0,590.0,65,0.0,0.0,0.0
2014-11-10 00:00:00+05:30,565.0,595.0,565.0,585.0,7,0.0,0.0,0.0
2014-11-11 00:00:00+05:30,555.0,585.0,550.0,585.0,24,0.0,0.0,0.0
2014-11-12 00:00:00+05:30,540.0,630.0,540.0,545.0,180,0.0,0.0,0.0
2014-11-13 00:00:00+05:30,510.0,585.0,510.0,580.0,85,0.0,0.0,0.0
2014-11-14 00:00:00+05:30,620.0,620.0,550.0,575.0,34,0.0,0.0,0.0
2014-11-17 00:00:00+05:30,580.0,580.0,535.0,550.0,20,0.0,0.0,0.0
2014-11-18 00:00:00+05:30,530.0,585.0,515.0,525.0,205,0.0,0.0,0.0
2014-11-19 00:00:00+05:30,545.0,545.0,475.0,490.0,158,0.0,0.0,0.0
2014-11-20 00:00:00+05:30,495.0,500.0,470.0,500.0,45,0.0,0.0,0.0
2014-11-21 00:00:00+05:30,500.0,500.0,450.0,480.0,154,0.0,0.0,0.0
2014-11-24 00:00:00+05:30,460.0,490.0,455.0,470.0,25,0.0,0.0,0.0
2014-11-25 00:00:00+05:30,475.0,510.0,475.0,485.0,13,0.0,0.0,0.0
2014-11-26 00:00:00+05:30,500.0,500.0,485.0,485.0,5,0.0,0.0,0.0
2014-11-27 00:00:00+05:30,460.0,530.0,460.0,510.0,20,0.0,0.0,0.0
2014-11-28 00:00:00+05:30,475.0,520.0,460.0,475.0,59,0.0,0.0,0.0
2014-12-01 00:00:00+05:30,505.0,505.0,460.0,470.0,56,0.0,0.0,0.0
2014-12-02 00:00:00+05:30,470.0,470.0,470.0,470.0,0,0.0,0.0,0.0
2014-12-03 00:00:00+05:30,535.0,550.0,500.0,500.0,105,0.0,0.0,0.0
2014-12-04 00:00:00+05:30,500.0,500.0,500.0,500.0,0,0.0,0.0,0.0
2014-12-05 00:00:00+05:30,500.0,500.0,500.0,500.0,0,0.0,0.0,0.0
2014-12-08 00:00:00+05:30,500.0,500.0,500.0,500.0,0,0.0,0.0,0.0
2014-12-09 00:00:00+05:30,480.0,515.0,480.0,510.0,211,0.0,0.0,0.0
2014-12-10 00:00:00+05:30,460.0,540.0,450.0,540.0,97,0.0,0.0,0.0
2014-12-11 00:00:00+05:30,480.0,580.0,475.0,500.0,43,0.0,0.0,0.0
2014-12-12 00:00:00+05:30,480.0,505.0,470.0,505.0,39,0.0,0.0,0.0
2014-12-15 00:00:00+05:30,480.0,520.0,475.0,475.0,24,0.0,0.0,0.0
2014-12-16 00:00:00+05:30,480.0,480.0,435.0,445.0,54,0.0,0.0,0.0
2014-12-17 00:00:00+05:30,440.0,490.0,400.0,450.0,39,0.0,0.0,0.0
2014-12-18 00:00:00+05:30,405.0,490.0,405.0,480.0,4,0.0,0.0,0.0
2014-12-19 00:00:00+05:30,440.0,485.0,440.0,485.0,10,0.0,0.0,0.0
2014-12-22 00:00:00+05:30,475.0,475.0,455.0,455.0,17,0.0,0.0,0.0
2014-12-23 00:00:00+05:30,450.0,450.0,450.0,450.0,4,0.0,0.0,0.0
2014-12-24 00:00:00+05:30,450.0,450.0,410.0,450.0,40,0.0,0.0,0.0
2014-12-26 00:00:00+05:30,430.0,460.0,430.0,450.0,26,0.0,0.0,0.0
2014-12-29 00:00:00+05:30,430.0,450.0,430.0,440.0,20,0.0,0.0,0.0
2014-12-30 00:00:00+05:30,450.0,480.0,420.0,460.0,70,0.0,0.0,0.0
2014-12-31 00:00:00+05:30,445.0,515.0,445.0,490.0,30,0.0,0.0,0.0
2015-01-01 00:00:00+05:30,455.0,575.0,455.0,500.0,103,0.0,0.0,0.0
2015-01-02 00:00:00+05:30,490.0,500.0,480.0,500.0,6,0.0,0.0,0.0
2015-01-05 00:00:00+05:30,520.0,520.0,465.0,475.0,99,0.0,0.0,0.0
2015-01-06 00:00:00+05:30,405.0,500.0,405.0,455.0,89,0.0,0.0,0.0
2015-01-07 00:00:00+05:30,520.0,520.0,455.0,495.0,52,0.0,0.0,0.0
2015-01-08 00:00:00+05:30,515.0,540.0,475.0,520.0,35,0.0,0.0,0.0
2015-01-09 00:00:00+05:30,540.0,540.0,490.0,495.0,1,0.0,0.0,0.0
2015-01-12 00:00:00+05:30,480.0,515.0,480.0,510.0,18,0.0,0.0,0.0
2015-01-13 00:00:00+05:30,455.0,535.0,455.0,480.0,33,0.0,0.0,0.0
2015-01-14 00:00:00+05:30,530.0,530.0,470.0,470.0,5,0.0,0.0,0.0
2015-01-15 00:00:00+05:30,470.0,500.0,465.0,500.0,47,0.0,0.0,0.0
2015-01-16 00:00:00+05:30,455.0,490.0,455.0,480.0,78,0.0,0.0,0.0
2015-01-19 00:00:00+05:30,420.0,500.0,420.0,485.0,23,0.0,0.0,0.0
2015-01-20 00:00:00+05:30,525.0,535.0,470.0,500.0,48,0.0,0.0,0.0
2015-01-21 00:00:00+05:30,470.0,490.0,470.0,490.0,41,0.0,0.0,0.0
2015-01-22 00:00:00+05:30,475.0,490.0,460.0,490.0,9,0.0,0.0,0.0
2015-01-23 00:00:00+05:30,430.0,480.0,430.0,470.0,32,0.0,0.0,0.0
2015-01-27 00:00:00+05:30,470.0,475.0,470.0,475.0,17,0.0,0.0,0.0
2015-01-28 00:00:00+05:30,450.0,500.0,440.0,450.0,27,0.0,0.0,0.0
2015-01-29 00:00:00+05:30,450.0,495.0,425.0,450.0,32,0.0,0.0,0.0
2015-01-30 00:00:00+05:30,430.0,455.0,420.0,450.0,33,0.0,0.0,0.0
2015-02-02 00:00:00+05:30,430.0,460.0,395.0,400.0,1076,0.0,0.0,0.0
2015-02-03 00:00:00+05:30,400.0,405.0,390.0,400.0,60,0.0,0.0,0.0
2015-02-04 00:00:00+05:30,445.0,450.0,400.0,410.0,259,0.0,0.0,0.0
2015-02-05 00:00:00+05:30,375.0,410.0,375.0,395.0,89,0.0,0.0,0.0
2015-02-06 00:00:00+05:30,405.0,420.0,405.0,410.0,216,0.0,0.0,0.0
2015-02-09 00:00:00+05:30,365.0,405.0,365.0,400.0,43,0.0,0.0,0.0
2015-02-10 00:00:00+05:30,400.0,420.0,400.0,420.0,32,0.0,0.0,0.0
2015-02-11 00:00:00+05:30,400.0,420.0,400.0,420.0,5,0.0,0.0,0.0
2015-02-12 00:00:00+05:30,390.0,430.0,390.0,420.0,102,0.0,0.0,0.0
2015-02-13 00:00:00+05:30,415.0,435.0,400.0,430.0,108,0.0,0.0,0.0
2015-02-16 00:00:00+05:30,445.0,445.0,395.0,405.0,130,0.0,0.0,0.0
2015-02-18 00:00:00+05:30,410.0,450.0,410.0,425.0,32,0.0,0.0,0.0
2015-02-19 00:00:00+05:30,425.0,425.0,405.0,410.0,32,0.0,0.0,0.0
2015-02-20 00:00:00+05:30,425.0,425.0,410.0,410.0,108,0.0,0.0,0.0
2015-02-23 00:00:00+05:30,430.0,450.0,415.0,425.0,98,0.0,0.0,0.0
2015-02-24 00:00:00+05:30,405.0,420.0,405.0,410.0,24,0.0,0.0,0.0
2015-02-25 00:00:00+05:30,420.0,485.0,410.0,410.0,223,0.0,0.0,0.0
2015-02-26 00:00:00+05:30,410.0,425.0,410.0,425.0,35,0.0,0.0,0.0
2015-02-27 00:00:00+05:30,415.0,440.0,415.0,440.0,189,0.0,0.0,0.0
2015-03-02 00:00:00+05:30,440.0,445.0,420.0,440.0,228,0.0,0.0,0.0
2015-03-03 00:00:00+05:30,440.0,460.0,425.0,445.0,240,0.0,0.0,0.0
2015-03-04 00:00:00+05:30,485.0,485.0,420.0,430.0,85,0.0,0.0,0.0
2015-03-05 00:00:00+05:30,450.0,450.0,420.0,420.0,111,0.0,0.0,0.0
2015-03-09 00:00:00+05:30,400.0,405.0,400.0,400.0,113,0.0,0.0,0.0
2015-03-10 00:00:00+05:30,360.0,430.0,360.0,400.0,382,0.0,0.0,0.0
2015-03-11 00:00:00+05:30,375.0,400.0,375.0,380.0,18,0.0,0.0,0.0
2015-03-12 00:00:00+05:30,380.0,380.0,380.0,380.0,52,0.0,0.0,0.0
2015-03-13 00:00:00+05:30,400.0,400.0,360.0,365.0,111,0.0,0.0,0.0
2015-03-16 00:00:00+05:30,375.0,400.0,320.0,380.0,84,0.0,0.0,0.0
2015-03-17 00:00:00+05:30,365.0,390.0,365.0,385.0,30,0.0,0.0,0.0
2015-03-18 00:00:00+05:30,385.0,385.0,360.0,375.0,11,0.0,0.0,0.0
